Project,Subproject of Deployments_annotated.jmp,Deployment,Deployme_1,Date_Out,Date_Retri,First_Dete,Survey_Day,Latitude,Longitude,Time_Zone,Habitat,Feature_Wa,Feature_Ro,Feature_Hu,Feature__1,Feature_Lo,Vegetation,Vegetati_1,Vegetati_2,Camera_Hei,Resticted_,Obstructed,Wide,gppcum_0.5deg,gppmin_0.5deg,gppvar_0.5deg,GPP_VAR1km,GPP_min1km,CUM_GPP1km,cultiv1km,gpw_v4_pop,GPP_Cum_combo,GPP_Min_combo,GPP_Var_combo,pop_log1p,GPP_min_combo_log1p,Subproject of untitled 3,Deployment_Name,N(Abert's Squirrel),N(Allen's Chipmunk),N(American Badger),N(American Beaver),N(American Bison),N(American Black Bear),N(American Marten),N(American Mink),N(American Red Squirrel),N(American Robin),N(Arizona Gray Squirrel),N(Bald Eagle),N(Bicycle),N(Black Vulture),N(Black-tailed Jackrabbit),N(Black-tailed Prairie Dog),N(Bobcat),N(Brown Bear),N(Brush Rabbit),N(Bushy-tailed Woodrat),N(California Quail),N(Camera Trapper),N(Canada Goose),N(Canada Lynx),N(Cliff Chipmunk),N(Collared Peccary),N(Common Pheasant),N(Corvid species),N(Coyote),N(Desert Cottontail),N(Desert Woodrat),N(Domestic Cat),N(Domestic Cow),N(Domestic Dog),N(Domestic Horse),N(Domestic Sheep),N(Douglas's Squirrel),N(Dusky Grouse),N(Eastern Chipmunk),N(Eastern Cottontail),N(Eastern Fox Squirrel),N(Eastern Gray Squirrel),N(Eastern Woodrat),N(Ermine),N(Fisher),N(Gambel's Quail),N(Gemsbok),N(Golden Eagle),N(Gray Wolf),N(Great Blue Heron),N(Greater Roadrunner),N(Grey Fox),N(Harris's Antelope Squirrel),N(Human non-staff),N(Javan Mongoose),N(Kit Fox),N(Least Chipmunk),N(Long-tailed Weasel),N(Marsh Rabbit),N(Merriam's Kangaroo Rat),N(Mexican Woodrat),N(Moose),N(Mountain Beaver),N(Mountain Cottontail),N(Mountain Quail),N(Mule Deer),N(Muskrat),N(Nine-banded Armadillo),N(No Animal),N(North American Otter),N(North American Porcupine),N(Northern Flying Squirrel),N(Northern Raccoon),N(Other Bird species),N(Owl species),N(Peromyscus species),N(Pronghorn),N(Puma),N(Pygmy Rabbit),N(Raptor species),N(Rattus species),N(Red Fox),N(Red Wolf),N(Reptile species),N(Ringtail),N(Rock Squirrel),N(Ruffed Grouse),N(Sharp-tailed Grouse),N(Snowshoe Hare),N(Southern Flying Squirrel),N(Spruce Grouse),N(Striped Skunk),N(Swamp Rabbit),N(Townsend's Chipmunk),N(Turkey Vulture),N(Uinta Chipmunk),N(Unknown Animal),N(Unknown Bear),N(Unknown Bird),N(Unknown Canid),N(Unknown Cervid),N(Unknown Chipmunk),N(Unknown Cottontail),N(Unknown Flying Squirrel),N(Unknown Ground Squirrel),N(Unknown Ground-Dove),N(Unknown Large Weasel_Badger_Otter),N(Unknown Pig_Peccary),N(Unknown Rabbit_Hare),N(Unknown Raptor),N(Unknown Skunk),N(Unknown Small Mammal),N(Unknown Small Weasel),N(Unknown Squirrel),N(Unknown Woodrat),N(Vehicle),N(Virginia Opossum),N(Wapiti),N(Western Gray Squirrel),N(Western Spotted Skunk),N(White-tailed Antelope Squirrel),N(White-tailed Deer),N(White-tailed Jackrabbit),N(Wild Boar),N(Wild Turkey),N(Woodchuck)
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_23_Fall19,d55681,09/15/2019,09/21/2019,09/15/2019,6,34.55806,-77.70218,EST,forest,0,0,0,0,0,High,High,Low,1,0,1,0,22069.4,138.775,0.461884,0.391703,140,27867,0.00826446,0,27867,140,0.391703,0,4.9487598904,NC_Pender County,NC_HollyShelterGL_Forest_23_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_25_Fall19,d55682,08/23/2019,09/13/2019,08/23/2019,21,34.42885,-77.68848,EST,forest,0,0,0,0,0,High,High,0,1,0,0,0,22554.1,141.312,0.476168,0.388187,200,28414,0.0165289,1.63521,28414,200,0.388187,0.9689628752,5.3033049081,NC_Pender County,NC_HollyShelterGL_Forest_25_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_27_Fall19,d55683,09/13/2019,10/04/2019,09/13/2019,21,34.43197,-77.70248,EST,forest,0,0,0,0,0,High,High,Low,1,0,0,0,22437,140.806,0.476555,0.391727,194,27993,0,0.182984,27993,194,0.391727,0.16804006,5.2729995586,NC_Pender County,NC_HollyShelterGL_Forest_27_Fall19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_28_Fall19,d55684,08/23/2019,09/13/2019,08/23/2019,21,34.43496,-77.7081,EST,forest,0,0,0,0,0,High,0,0,1,0,0,0,22352.6,140.665,0.475343,0.333341,180,21485,0.00642792,0.970982,21485,180,0.333341,0.6785318957,5.1984970313,NC_Pender County,NC_HollyShelterGL_Forest_28_Fall19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_36_Fall19,d55685,08/24/2019,09/13/2019,08/24/2019,20,34.42365,-77.7401,EST,forest,0,0,0,0,0,High,High,0,1,0,0,0,21606.7,137.033,0.481008,0.389135,187,27434,0,6.20653,27434,187,0.389135,1.9749875594,5.2364419628,NC_Pender County,NC_HollyShelterGL_Forest_36_Fall19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_8_Fall19,d55686,08/23/2019,09/13/2019,08/23/2019,21,34.56958,-77.7886,EST,forest,0,0,0,0,0,High,Low,Low,1,0,0,0,20865.6,133.731,0.455519,0.353224,143,27869,0,0,27869,143,0.353224,0,4.9698132996,NC_Pender County,NC_HollyShelterGL_Forest_8_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Open_1_Fall19,d55694,09/13/2019,10/04/2019,09/13/2019,21,34.54709,-77.80761,EST,grassland,0,0,0,0,0,High,High,0,1,0,0,0,20792.7,133.773,0.453459,0.387917,126,26684,0.0321396,1.58391,26684,126,0.387917,0.9493037556,4.8441870865,NC_Pender County,NC_HollyShelterGL_Open_1_Fall19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,14,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Open_12_Fall19,d55695,09/15/2019,10/04/2019,09/15/2019,19,34.43613,-77.73663,EST,grassland,0,0,0,0,0,High,Low,0,2,0,0,0,21777.6,138.23,0.472999,0.381349,124,27788,0,0.109569,27788,124,0.381349,0.1039716516,4.8283137373,NC_Pender County,NC_HollyShelterGL_Open_12_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Open_2_Fall19,d55696,08/23/2019,09/13/2019,08/23/2019,21,34.45766,-77.70305,EST,grassland,0,0,0,0,0,High,0,0,1,0,0,0,22409.1,141.173,0.469572,0.349953,225,28731,0.00183655,0,28731,225,0.349953,0,5.4205349993,NC_Pender County,NC_HollyShelterGL_Open_2_Fall19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,1,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Open_4_Fall19,d55697,09/15/2019,10/04/2019,09/15/2019,19,34.4347,-77.72433,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,22080.9,139.427,0.476254,0.374395,207,28251,0.00275482,0,28251,207,0.374395,0,5.3375380797,NC_Pender County,NC_HollyShelterGL_Open_4_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,37,0,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Open_8_Fall19,d55698,09/13/2019,10/04/2019,09/13/2019,21,34.42595,-77.69303,EST,grassland,0,0,0,0,0,High,Low,0,1,0,0,0,22554.1,141.312,0.476168,0.388187,200,28414,0.0165289,0.0248205,28414,200,0.388187,0.0245174753,5.3033049081,NC_Pender County,NC_HollyShelterGL_Open_8_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0
Snapshot USA - 2019,AZ_Grassland_Vermilion_Cliffs,AZ_Grassland_Vermilion_Cliffs_11,d63190,08/24/2019,10/14/2019,08/24/2019,51,35.28934,-111.709,MST,forest,0,0,0,0,0,low,low,high,1,0,0,0,7662.73,18.221,0.45088,0.327086,27,11235,0,0.375568,11235,27,0.327086,0.3188667367,3.3322045102,AZ_Grassland_Vermilion_Cliffs,AZ_Grassland_Vermilion_Cliffs_11,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Snapshot USA - 2019,AZ_Grassland_Vermilion_Cliffs,AZ_Grassland_Vermilion_Cliffs_12,d63191,08/25/2019,10/11/2019,08/26/2019,47,35.28113,-111.709,MST,grassland,0,0,0,0,0,low,medium,low,1,0,0,0,7775.57,18.6769,0.44788,0.335842,20,10256,0,6.67842,10256,20,0.335842,2.0384137968,3.0445224377,AZ_Grassland_Vermilion_Cliffs,AZ_Grassland_Vermilion_Cliffs_12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,AZ_Grassland_Vermilion_Cliffs,AZ_Grassland_Vermilion_Cliffs_13,d63192,08/23/2019,10/14/2019,08/23/2019,52,35.27785,-111.7,MST,forest,0,0,0,0,0,medium,low,high,1,0,0,0,7845.22,19.0658,0.443937,0.323484,20,10228,0,13.6227,10228,20,0.323484,2.6825751158,3.0445224377,AZ_Grassland_Vermilion_Cliffs,AZ_Grassland_Vermilion_Cliffs_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_1_Fall19,d55450,09/15/2019,10/04/2019,09/15/2019,19,35.18106,-81.35471,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0,13481.6,74.9345,0.558866,0.594431,76,15602,0.0119376,24.9875,15602,76,0.594431,3.2576156532,4.3438054219,NC_Cleveland County,NC_Cleveland_LH_1_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_2_Fall19,d55443,10/05/2019,10/28/2019,10/05/2019,23,35.1821,-81.33811,EST,forest,0,0,0,0,0,low,low,high,0,0,0,0,13485.3,74.9688,0.559466,0.59984,63,14825,0.00918274,24.9875,14825,63,0.59984,3.2576156532,4.1588830834,NC_Cleveland County,NC_Cleveland_LH_2_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_3_Fall19,d55463,09/14/2019,10/04/2019,09/14/2019,20,35.18754,-81.34648,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0,13489.3,75.0069,0.559036,0.610871,74,15401,0.0523416,24.981,15401,74,0.610871,3.2573655016,4.3174881135,NC_Cleveland County,NC_Cleveland_LH_3_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_4_Fall19,d55451,09/13/2019,10/04/2019,09/13/2019,21,35.19206,-81.32583,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,13442.4,74.4493,0.561973,0.62877,67,12564,0,44.1998,12564,67,0.62877,3.811092662,4.2195077052,NC_Cleveland County,NC_Cleveland_LH_4_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_5_Fall19,d55452,10/04/2019,10/28/2019,10/04/2019,24,35.18898,-81.32593,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,13442.4,74.4493,0.561973,0.62877,67,12564,0,39.9919,12564,67,0.62877,3.7133744862,4.2195077052,NC_Cleveland County,NC_Cleveland_LH_5_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_6_Fall19,d55464,10/04/2019,10/28/2019,10/04/2019,24,35.19297,-81.34596,EST,forest,0,0,0,0,0,high,low,low,1,0,1,0,13467,74.7084,0.55979,0.589877,80,15067,0.067034,34.6508,15067,80,0.589877,3.573771587,4.3944491547,NC_Cleveland County,NC_Cleveland_LH_6_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,18,0,0,1,0
North Carolina's Candid Critters,NC_Cleveland County,NC_CrowdersMtn_Forest_1_Fall19,d55453,10/07/2019,10/25/2019,10/07/2019,18,35.16686,-81.37206,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,13492.8,75.3902,0.55856,0.477108,126,14794,0.00918274,74.3569,14794,126,0.477108,4.3222354935,4.8441870865,NC_Cleveland County,NC_CrowdersMtn_Forest_1_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_CrowdersMtn_Forest_2_Fall19,d55454,10/08/2019,10/27/2019,10/08/2019,19,35.16618,-81.3682,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,13499.6,75.3525,0.55869,0.616443,73,15303,0.00459137,41.0636,15303,73,0.616443,3.7391827586,4.3040650932,NC_Cleveland County,NC_CrowdersMtn_Forest_2_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_CrowdersMtn_Open_1_Fall19,d55465,10/07/2019,10/26/2019,10/07/2019,19,35.16914,-81.36465,EST,forest,0,0,0,0,0,High,Low,0,1,0,0,0,13499.6,75.3525,0.55869,0.616443,73,15303,0.00275482,93.6547,15303,73,0.616443,4.5502355331,4.3040650932,NC_Cleveland County,NC_CrowdersMtn_Open_1_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_CrowdersMtn_Open_2_Fall19,d55466,09/14/2019,10/07/2019,09/14/2019,23,35.16794,-81.3432,EST,forest,0,0,0,0,0,Low,Medium,Low,1,0,0,0,13507.1,75.3014,0.559463,0.612518,83,15996,0,24.9875,15996,83,0.612518,3.2576156532,4.4308167988,NC_Cleveland County,NC_CrowdersMtn_Open_2_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_FFF18_Moore_Forest_1_Fall19,d55644,08/29/2019,09/19/2019,08/29/2019,21,35.22028,-79.30367,EST,forest,0,0,0,0,0,Low,Low,Low,1,0,0,0,12655.9,88.2381,0.528738,0.450935,133,14919,0.00642792,61.5467,14919,133,0.450935,4.1359134777,4.8978398,NC_Moore County,NC_FFF18_Moore_Forest_1_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_FFF18_Moore_Open_1_Fall19,d55661,09/19/2019,10/10/2019,09/19/2019,21,35.29151,-79.51012,EST,grassland,0,0,0,0,0,High,0,0,1,0,0,0,13666.9,96.8843,0.520487,0.465536,121,15279,0.115702,22.0979,15279,121,0.465536,3.1397417043,4.8040210447,NC_Moore County,NC_FFF18_Moore_Open_1_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_A_4_Fall19,d55662,09/19/2019,10/10/2019,09/19/2019,21,35.30127,-79.51301,EST,grassland,0,0,0,0,0,High,High,0,1,0,0,0,13730.7,96.7156,0.52048,0.503587,107,15265,0.0293848,10.9627,15265,107,0.503587,2.4817934756,4.6821312271,NC_Moore County,NC_Moore_A_4_Fall19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0
